📘 Parameter Change Log
Generated: 2025-07-22T11:22:47

✅ New Parameters (in existing or new classes/distributions):
  [ADDED]     Class: com.nokia.aiosc:VLANTermination, Object: Device-1/Ethernet-1/VLANTermination-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: NsModInfoNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: Period, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: ReportType, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: ReslAddInfoNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: ResourceModInfoNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsAddInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1, Parameter: NumUlUePerTti, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NsAddInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1, Parameter: ResType, Value: 'NS_RES_ISOLATED'
  [ADDED]     Class: com.nokia.aiosc:NsiCellResCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1/NsiCellResCfg-1, Parameter: NumDlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NsiCellResCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1/NsiCellResCfg-1, Parameter: NumUlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NsiCellResCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1/NsiCellResCfg-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsIdToAct, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToAct-1, Parameter: NsIdToAct_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsIdToDeAct, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToDeAct-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsIdToDel, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToDel-1, Parameter: NsIdToDel_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsModInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1, Parameter: NumUlUePerTti, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NsModInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1, Parameter: ResType, Value: 'NS_RES_ISOLATED'
  [ADDED]     Class: com.nokia.aiosc:NsiCellResCfgMod, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1/NsiCellResCfgMod-1, Parameter: NumDlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NsiCellResCfgMod, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1/NsiCellResCfgMod-1, Parameter: NumUlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ReslAddInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ReslAddInfo-1, Parameter: NumDlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ReslAddInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ReslAddInfo-1, Parameter: NumUlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ReslAddInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ReslAddInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ResourceModInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1, Parameter: NsResId, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ResourceModInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1, Parameter: NumDlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ResourceModInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1, Parameter: NumUlPrb, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ResourceModInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:RlcCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:SNSSAIList, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SNSSAIList-1, Parameter: SNSSAIList_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:SiSchedInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:GrpBPreambleCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1/GrpBPreambleCfg-1, Parameter: GrpBPreambleCfg_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:UlFreqInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MultiBandInfoUl, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NrNsPmaxValUl, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1/NrNsPmaxValUl-1, Parameter: AdditionalSpectrumEmission, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NrNsPmaxValUl, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1/NrNsPmaxValUl-1, Parameter: PMax, Value: '10'
  [ADDED]     Class: com.nokia.aiosc:UlTargetCqi, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlTargetCqi-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:UlCfgGrant, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgGrant-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:UrllcCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UrllcCfg-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: NRFrameTimingOffset, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: DiagnoseBSRAdditionalText, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: AvailabilityStatusn, Value: 'inTest'
  [ADDED]     Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: EnableDaisyChaining, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: ClusterName_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: SiteType_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:GsmExtCellList, Object: Device-1/Services-1/X_Nokia_BSR-1/GsmExtCellList-1, Parameter: GsmExtCellList_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:GsmNatLocLockFrequency, Object: Device-1/Services-1/X_Nokia_BSR-1/GsmNatLocLockFrequency-1, Parameter: GsmNatLocLockFrequency_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:AnrParam, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1, Parameter: ClearPersistence, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:AnrParam, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1, Parameter: SucReevalForNrNbr, Value: '5'
  [ADDED]     Class: com.nokia.aiosc:AnrParam, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1, Parameter: MaxNumReport, Value: '3'
  [ADDED]     Class: com.nokia.aiosc:AnrParam, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:AnrParam, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1, Parameter: EventBasedANREnabled, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:AnrParam, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1, Parameter: StopAddingUEToAnrProfile, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:AnrParam, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1, Parameter: AutoNrNbrremoval, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:DrxConfigAnrSpecificX, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1/DrxConfigAnrSpecificX-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellTrace, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellTrace, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1, Parameter: SourceIdn, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:EPF1U, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1, Parameter: EPF1U_CP, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:EPF1U, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1, Parameter: Id, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:EPF1U, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1, Parameter: ObjectClass, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EPF1U, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1, Parameter: ObjectInstance, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EPNGU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGU-1, Parameter: EPNGU_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EPS1U, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPS1U-1, Parameter: EPS1U_CP, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:EPX2U, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPX2U-1, Parameter: EPX2U_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EutraCuUpConfig, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EutraCuUpConfig-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: ENBId, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: ENBIdLength, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: EnbNeighbourIpAddr, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: ExternalENBFunction_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: ExternalEUtranCellNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: Id, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: MCC, Value: '001'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: MNC, Value: '01'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: NoX2HoPresent, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:ExternalENBFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: CellLocalId, Value: '2'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: ENBId, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: ExternalEUtranCellIndex, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: ExternalEUtranCell_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: Id, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: ModeType, Value: 'TDD'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: Pci, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: PlmnListNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalEUtranCell, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1, Parameter: TAC, Value: '0002'
  [ADDED]     Class: com.nokia.aiosc:FDD, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/FDD-1, Parameter: EarfcnDL, Value: '38900'
  [ADDED]     Class: com.nokia.aiosc:FDD, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/FDD-1, Parameter: EarfcnUL, Value: '38900'
  [ADDED]     Class: com.nokia.aiosc:FDD, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/FDD-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:PlmnList, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/PlmnList-1, Parameter: MCC, Value: '311'
  [ADDED]     Class: com.nokia.aiosc:PlmnList, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/PlmnList-1, Parameter: MNC, Value: '48'
  [ADDED]     Class: com.nokia.aiosc:TDD, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/TDD-1, Parameter: Earfcn, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:TDD, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/TDD-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalGNBCUFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1, Parameter: EnableInstance, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:ExternalGNBCUFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1, Parameter: ExternalGNBCUFunction_CP, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ExternalGNBCUFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1, Parameter: ExternalNRCellCUNumberOfEntries, Value: '6'
  [ADDED]     Class: com.nokia.aiosc:ExternalGNBCUFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1, Parameter: GNBId, Value: '2'
  [ADDED]     Class: com.nokia.aiosc:ExternalGNBCUFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1, Parameter: GNBIdLength, Value: '32'
  [ADDED]     Class: com.nokia.aiosc:ExternalGNBCUFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1, Parameter: NoXnHoPresent, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:ExternalGNBCUFunction, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1, Parameter: NrNeighbourGnbIpAddr, Value: '2.2.2.2'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: CellLocalId, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: EnableInstance, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: ExternalNRCellCU_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: ExternalNRCellIndexn, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: MCC, Value: '001'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: MNC, Value: '01'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: ModeTypen, Value: 'TDD'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: NRCellDetectionType, Value: 'Configured'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: NRPCI, Value: '444'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ExternalNRCellCU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1, Parameter: Tac, Value: '16777215'
  [ADDED]     Class: com.nokia.aiosc:NRDL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1, Parameter: NrArfcn, Value: '3279165'
  [ADDED]     Class: com.nokia.aiosc:NRDL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1, Parameter: NrNumRb, Value: '11'
  [ADDED]     Class: com.nokia.aiosc:NRDL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1, Parameter: NumFreqBandsNumberOfEntries, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NRDL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRDL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1, Parameter: SubCarrierSpacingInKhzn, Value: '30'
  [ADDED]     Class: com.nokia.aiosc:NumFreqBands, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1/NumFreqBands-1, Parameter: NrFreqBandInd, Value: '48'
  [ADDED]     Class: com.nokia.aiosc:NRUL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1, Parameter: NrArfcn, Value: '3279165'
  [ADDED]     Class: com.nokia.aiosc:NRUL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1, Parameter: NrNumRb, Value: '11'
  [ADDED]     Class: com.nokia.aiosc:NRUL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1, Parameter: NumFreqBandsNumberOfEntries, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NRUL, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NumFreqBandsUl, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1/NumFreqBandsUl-1, Parameter: NrFreqBandInd, Value: '48'
  [ADDED]     Class: com.nokia.aiosc:FullIrnti, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/FullIrnti-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NrQosPrioritizationInfo, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/NrQosPrioritizationInfo-1, Parameter: X2WhiteListId, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:PriorityAndPciForRRCEstabCause, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-1, Parameter: SparePara1, Value: 'x'
