Parameter Changes Between 2024 and 2025
[NEW] com.nokia.aiosc:TimerConfig :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1 -> SparePara_CP
[NEW] com.nokia.aiosc:TimerConfig :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1 -> SparePara1
[NEW] com.nokia.aiosc:F1AP :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1/F1AP-1 -> SparePara1
[NEW] com.nokia.aiosc:XDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1 -> CASupportedforNSA
[NEW] com.nokia.aiosc:XDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1 -> SCellCQIThr
[NEW] com.nokia.aiosc:XDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1 -> UeThresholdforCA
[NEW] com.nokia.aiosc:XDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1 -> SCellAdditionTrigger
[NEW] com.nokia.aiosc:XDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1 -> BWVsPCCCaThr
[NEW] com.nokia.aiosc:XDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1 -> UlCASupportedforNSA
[NEW] com.nokia.aiosc:XDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1 -> ProhibitTimer
[NEW] com.nokia.aiosc:CarrierAggregation :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/CarrierAggregation-1 -> SparePara1
[NEW] com.nokia.aiosc:EPF1UXDU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/EPF1UXDU-1 -> EPF1U_CP
[NEW] com.nokia.aiosc:F1CAlarm :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/F1CAlarm-1 -> SparePara1
[NEW] com.nokia.aiosc:La :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/La-1 -> SparePara1
[NEW] com.nokia.aiosc:NsSysCfg :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/NsSysCfg-1 -> NsSysCfg_CP
[NEW] com.nokia.aiosc:CoreList :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/NsSysCfg-1/CoreList-1 -> CoreListValue
[NEW] com.nokia.aiosc:QosProvsioningParams :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/QosProvsioningParams-1 -> SparePara1
[NEW] com.nokia.aiosc:LteExtCellList :: Device-1/Services-1/X_Nokia_BSR-1/LteExtCellList-1 -> LteExtCellList_CP
[NEW] com.nokia.aiosc:LteNatLocLockFrequency :: Device-1/Services-1/X_Nokia_BSR-1/LteNatLocLockFrequency-1 -> LteNatLocLockFrequency_CP
[NEW] com.nokia.aiosc:ChannelSpacing :: Device-1/Services-1/X_Nokia_BSR-1/NRCBRSPR-1/ChannelSpacing-1 -> SparePara1
[NEW] com.nokia.aiosc:DesiredTddFrameStructure :: Device-1/Services-1/X_Nokia_BSR-1/NRCBRSPR-1/DesiredTddFrameStructure-1 -> DesiredTddFrameStructure_CP
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> CbsdSerialNumber
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> RModDN
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> CbsdRegistrationState
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> CbrsaGroupIdIcg
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> SasUserGroupList
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> FccId
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> Sparepara
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> Producttype
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> CbsdCategory
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> CbrsaGroupIdCcg
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> CbrsFreqType
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> SparePara2
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> SparePara1
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> SupportedSpectrumV2
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> UserId
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> AntennaGain
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> AssignedCbsdId
[NEW] com.nokia.aiosc:NRCBSD :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1 -> NrCbsdId
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> GrantOperationState
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> CellDN
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> SparePara1
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> SparePara2
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> GrantMaxEirp
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> GrantChannelType
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> Sparepara
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> GrantId
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> CbrsFreqPriorityN
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> GrantSpectrumFreqLow
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> DesiredChBw
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> GrantSpectrumFreqHigh
[NEW] com.nokia.aiosc:NRCBSDCELL :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1 -> NrCbsdCellId
[NEW] com.nokia.aiosc:ConfigSetForVariChBw :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/ConfigSetForVariChBw-1 -> ConfigSetForVariChBw_CP
[NEW] com.nokia.aiosc:PwrPreference :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/PwrPreference-1 -> ChBw
[NEW] com.nokia.aiosc:PwrPreference :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/PwrPreference-1 -> DesiredPmax
[NEW] com.nokia.aiosc:PwrPreference :: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/PwrPreference-1 -> MaxGrantPwrRed
[NEW] com.nokia.aiosc:OnePPSConfig :: Device-1/Services-1/X_Nokia_BSR-1/OnePPSConfig-1 -> OnePPSConfig_CP
[NEW] com.nokia.aiosc:RFTrace :: Device-1/Services-1/X_Nokia_BSR-1/RFTrace-1 -> RFTrace_CP
[NEW] com.nokia.aiosc:Radio :: Device-1/Services-1/X_Nokia_BSR-1/Radio-1 -> AvailabilityStatusn
[NEW] com.nokia.aiosc:SDM :: Device-1/Services-1/X_Nokia_BSR-1/SDM-1 -> StaticDataFileURL
[NEW] com.nokia.aiosc:SDM :: Device-1/Services-1/X_Nokia_BSR-1/SDM-1 -> CommitDelayTimerUpgrade
[NEW] com.nokia.aiosc:SDM :: Device-1/Services-1/X_Nokia_BSR-1/SDM-1 -> StaticVersion
[NEW] com.nokia.aiosc:SyncReferenceSourceList :: Device-1/Services-1/X_Nokia_BSR-1/SyncReferenceSourceList-1 -> SparePara1
[NEW] com.nokia.aiosc:WiFiConfig :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1 -> WiFiChannel
[NEW] com.nokia.aiosc:WiFiConfig :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1 -> EnableWiFi
[NEW] com.nokia.aiosc:WiFiConfig :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1 -> ShowAlarmOnEnable
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> HideSsid
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> Password
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> WiFiAuthType
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> SparePara1
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> Passphrase
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> SsidName
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> UserId
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> ProtectManagementFrame
[NEW] com.nokia.aiosc:BSSID :: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1 -> BssidMACAddr
[NEW] com.nokia.aiosc:MNL :: MNL-1 -> ProductVariant_test
[NEW] com.nokia.aiosc:MNL :: MNL-1 -> PlannedSWReleaseVersion

❌ Dropped Parameters from 2024:
[REMOVED] com.nokia.aiosc:SNSSAIList :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SNSSAIList-1 -> SNSSAIListValue
[REMOVED] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> EnableIPSEC
[REMOVED] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> NRFrameTimingOffsetn
[REMOVED] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> BSRType
[REMOVED] com.nokia.aiosc:CellTrace :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1 -> SourceId
